key,tip_label,scientific,order,family,primary_lifestyle,dim_proxy,dim_bin,hwi,dichromatism,male_plumage,female_plumage,spur_hi,marc_poly,marc_lek,lislevand,english_name,mating_system,display_num,resource,harem,lek,polyandry,ssd_mass,ssd_tarsus,ssd_wing,ssd_tail,ssd_bill,body_mass_mean,body_size_log
acrobatornis fonsecai,Acrobatornis_fonsecai,Acrobatornis fonsecai,Passeriformes,Furnariidae,Insessorial,more_3D,3D,21.2,-0.5555555599999948,52.08333333,52.63888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,2.617395832834079
anabacerthia amaurotis,Anabacerthia_amaurotis,Anabacerthia amaurotis,Passeriformes,Furnariidae,Insessorial,more_3D,3D,15.5,-0.5555555500000011,41.38888889,41.94444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,2.954910279033736
anabacerthia striaticollis,Anabacerthia_striaticollis,Anabacerthia striaticollis,Passeriformes,Furnariidae,Insessorial,more_3D,3D,18,0.277777780000001,42.22222222,41.94444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,3.2108436531709366
anabacerthia variegaticeps,Anabacerthia_variegaticeps,Anabacerthia variegaticeps,Passeriformes,Furnariidae,Insessorial,more_3D,3D,18.4,-3.75,42.77777778,46.52777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,3.3250360206965914
anabazenops dorsalis,Anabazenops_dorsalis,Anabazenops dorsalis,Passeriformes,Furnariidae,Insessorial,more_3D,3D,13.9,-1.527777780000001,43.47222222,45,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,3.5667118201397288
anabazenops fuscus,Anabazenops_fuscus,Anabazenops fuscus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,14.4,-0.416666670000005,46.38888889,46.80555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,3.6506582412937387
ancistrops strigilatus,Ancistrops_strigilatus,Ancistrops strigilatus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,18.1,-3.194444439999998,39.02777778,42.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,3.580737295494233
anumbius annumbi,Anumbius_annumbi,Anumbius annumbi,Passeriformes,Furnariidae,Generalist,intermediate,NA,20.5,-0.277777780000001,43.19444444,43.47222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,3.7256934272366524
aphrastura masafuerae,Aphrastura_masafuerae,Aphrastura masafuerae,Passeriformes,Furnariidae,Insessorial,more_3D,3D,18.9,0.8333333300000021,43.33333333,42.5,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,2.501435951739211
aphrastura spinicauda,Aphrastura_spinicauda,Aphrastura spinicauda,Passeriformes,Furnariidae,Insessorial,more_3D,3D,20.5,0.13888889000000404,57.77777778,57.63888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,2.4423470353692043
asthenes anthoides,Asthenes_anthoides,Asthenes anthoides,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,16,0.416666670000005,44.30555556,43.88888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,3.104586678466073
asthenes arequipae,Asthenes_arequipae,Asthenes arequipae,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,13.1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2.995732273553991
asthenes baeri,Asthenes_baeri,Asthenes baeri,Passeriformes,Furnariidae,Insessorial,more_3D,3D,12.3,-2.361111110000003,37.91666667,40.27777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,2.8791984572980396
asthenes berlepschi,Asthenes_berlepschi,Asthenes berlepschi,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,10.5,0.6944444400000052,43.61111111,42.91666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,4.204692619390966
asthenes cactorum,Asthenes_cactorum,Asthenes cactorum,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,11.5,-2.638888889999997,44.02777778,46.66666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43,2.8581928595319295
asthenes dorbignyi,Asthenes_dorbignyi,Asthenes dorbignyi,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,12.4,-0.972222219999999,39.72222222,40.69444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,2.766319109226186
asthenes flammulata,Asthenes_flammulata,Asthenes flammulata,Passeriformes,Furnariidae,Generalist,intermediate,NA,9.6,-2.5,43.47222222,45.97222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,3.1135153092103742
asthenes heterura,Asthenes_heterura,Asthenes heterura,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,13.7,0.6944444499999989,44.30555556,43.61111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49,2.6019486702196644
asthenes huancavelicae,Asthenes_huancavelicae,Asthenes huancavelicae,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,11.5,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,3.100092288878234
asthenes hudsoni,Asthenes_hudsoni,Asthenes hudsoni,Passeriformes,Furnariidae,Generalist,intermediate,NA,15.8,-0.13888889000000404,43.19444444,43.33333333,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2.9444389791664403
asthenes humicola,Asthenes_humicola,Asthenes humicola,Passeriformes,Furnariidae,Generalist,intermediate,NA,11.3,-3.194444449999999,45.97222222,49.16666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,3.0363942552728806
asthenes humilis,Asthenes_humilis,Asthenes humilis,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,10.9,-0.555555560000002,41.94444444,42.5,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3.044522437723423
asthenes luizae,Asthenes_luizae,Asthenes luizae,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,11.285714285714286,-0.555555560000002,43.47222222,44.02777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3.332204510175204
asthenes maculicauda,Asthenes_maculicauda,Asthenes maculicauda,Passeriformes,Furnariidae,Generalist,intermediate,NA,10.1,-0.4166666699999979,40.97222222,41.38888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2.9444389791664403
asthenes modesta,Asthenes_modesta,Asthenes modesta,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,11.3,0.13888889000000404,42.36111111,42.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,2.8213788864092133
asthenes ottonis,Asthenes_ottonis,Asthenes ottonis,Passeriformes,Furnariidae,Generalist,intermediate,NA,11.3,0.8333333300000021,44.72222222,43.88888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2.5649493574615367
asthenes patagonica,Asthenes_patagonica,Asthenes patagonica,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,14.3,0.277777780000001,39.86111111,39.58333333,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,2.797281334830153
asthenes pudibunda,Asthenes_pudibunda,Asthenes pudibunda,Passeriformes,Furnariidae,Insessorial,more_3D,3D,9.6,-0.5555555599999948,40.83333333,41.38888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.86,2.698673039289613
asthenes pyrrholeuca,Asthenes_pyrrholeuca,Asthenes pyrrholeuca,Passeriformes,Furnariidae,Insessorial,more_3D,3D,17.9,3.888888879999996,43.19444444,39.30555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,2.580216829592325
asthenes sclateri,Asthenes_sclateri,Asthenes sclateri,Passeriformes,Furnariidae,Generalist,intermediate,NA,15.2,-0.694444439999998,41.52777778,42.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,3.254242968705492
asthenes steinbachi,Asthenes_steinbachi,Asthenes steinbachi,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,13.4,-5.138888890000004,37.22222222,42.36111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,2.970414465569701
asthenes urubambensis,Asthenes_urubambensis,Asthenes urubambensis,Passeriformes,Furnariidae,Insessorial,more_3D,3D,12.4,-0.13888888999999693,43.61111111,43.75,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2.772588722239781
asthenes virgata,Asthenes_virgata,Asthenes virgata,Passeriformes,Furnariidae,Generalist,intermediate,NA,8.3,-0.5555555500000011,41.80555556,42.36111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3.091042453358316
asthenes wyatti,Asthenes_wyatti,Asthenes wyatti,Passeriformes,Furnariidae,Generalist,intermediate,NA,12.3,-0.6944444499999989,40.83333333,41.52777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,2.7212954278522306
automolus infuscatus,Automolus_infuscatus,Automolus infuscatus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,19.5,2.083333330000002,41.25,39.16666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,3.493472657771326
automolus leucophthalmus,Automolus_leucophthalmus,Automolus leucophthalmus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16.2,-1.111111110000003,40.13888889,41.25,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,3.5409593240373143
automolus melanopezus,Automolus_melanopezus,Automolus melanopezus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,17.1,2.222222219999999,40.97222222,38.75,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,3.4468078929142076
automolus ochrolaemus,Automolus_ochrolaemus,Automolus ochrolaemus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,17.4,2.638888889999997,39.72222222,37.08333333,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,3.6938669956249757
automolus rubiginosus,Automolus_rubiginosus,Automolus rubiginosus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,10.9,-3.055555550000001,49.16666667,52.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,3.6838669122903918
automolus rufipileatus,Automolus_rufipileatus,Automolus rufipileatus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,13.4,-1.8055555500000011,39.30555556,41.11111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,3.5496173867804286
berlepschia rikeri,Berlepschia_rikeri,Berlepschia rikeri,Passeriformes,Furnariidae,Insessorial,more_3D,3D,31.7,2.916666669999998,51.52777778,48.61111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,3.6109179126442243
certhiaxis cinnamomeus,Certhiaxis_cinnamomeus,Certhiaxis cinnamomeus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,13.4,-1.111111109999996,42.36111111,43.47222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,2.7212954278522306
certhiaxis mustelinus,Certhiaxis_mustelinus,Certhiaxis mustelinus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,12.9,2.083333330000002,48.61111111,46.52777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,2.7053799725463312
cichlocolaptes leucophrus,Cichlocolaptes_leucophrus,Cichlocolaptes leucophrus,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16.8,-2.916666669999998,39.86111111,42.77777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3.912023005428146
cinclodes albidiventris,Cinclodes_albidiventris,Cinclodes albidiventris,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,22.2,NA,NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3.4011973816621555
cinclodes albiventris,Cinclodes_albiventris,Cinclodes albiventris,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,21.3,NA,NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3.4011973816621555
cinclodes antarcticus,Cinclodes_antarcticus,Cinclodes antarcticus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,27.1,-2.916666660000004,40.41666667,43.33333333,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2,4.146304301152812
cinclodes aricomae,Cinclodes_aricomae,Cinclodes aricomae,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,21.4,-0.4166666599999971,41.80555556,42.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3.912023005428146
cinclodes atacamensis,Cinclodes_atacamensis,Cinclodes atacamensis,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,23,-0.13888888999999693,41.52777778,41.66666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3.970291913552122
cinclodes comechingonus,Cinclodes_comechingonus,Cinclodes comechingonus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,23.8,-3.611111109999996,39.02777778,42.63888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28,3.342154841028372
cinclodes excelsior,Cinclodes_excelsior,Cinclodes excelsior,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,22,1.8055555599999948,42.91666667,41.11111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.96,4.158257887965753
cinclodes fuscus,Cinclodes_fuscus,Cinclodes fuscus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,27.2,-0.8333333400000029,41.94444444,42.77777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3.4011973816621555
cinclodes nigrofumosus,Cinclodes_nigrofumosus,Cinclodes nigrofumosus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,21.2,-1.8055555599999948,43.33333333,45.13888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.96,4.173771695853422
cinclodes olrogi,Cinclodes_olrogi,Cinclodes olrogi,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,25.2,-0.8333333300000021,42.77777778,43.61111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3.332204510175204
cinclodes oustaleti,Cinclodes_oustaleti,Cinclodes oustaleti,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,24.5,4.166666669999998,45.27777778,41.11111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,3.417726683613366
cinclodes pabsti,Cinclodes_pabsti,Cinclodes pabsti,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,23.2,0.6944444499999989,38.05555556,37.36111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3.970291913552122
cinclodes palliatus,Cinclodes_palliatus,Cinclodes palliatus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,17.9,-0.6944444499999989,49.86111111,50.55555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.87,4.64314011723972
cinclodes patagonicus,Cinclodes_patagonicus,Cinclodes patagonicus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,25.4,-2.083333330000002,42.5,44.58333333,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,3.4242626545931514
cinclodes taczanowskii,Cinclodes_taczanowskii,Cinclodes taczanowskii,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,24,0.416666670000005,41.11111111,40.69444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5,4.1666652238017265
clibanornis dendrocolaptoides,Clibanornis_dendrocolaptoides,Clibanornis dendrocolaptoides,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,10.5,0.5555555599999948,44.16666667,43.61111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,3.8753590210565547
coryphistera alaudina,Coryphistera_alaudina,Coryphistera alaudina,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,15.9,0.8333333400000029,43.05555556,42.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3.4011973816621555
cranioleuca albicapilla,Cranioleuca_albicapilla,Cranioleuca albicapilla,Passeriformes,Furnariidae,Insessorial,more_3D,3D,14.3,0.13888889000000404,49.30555556,49.16666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.29,3.058237478905388
cranioleuca albiceps,Cranioleuca_albiceps,Cranioleuca albiceps,Passeriformes,Furnariidae,Insessorial,more_3D,3D,12.5,0.277777780000001,49.02777778,48.75,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.55,2.865053949911875
cranioleuca antisiensis,Cranioleuca_antisiensis,Cranioleuca antisiensis,Passeriformes,Furnariidae,Insessorial,more_3D,3D,12.4,0,41.94444444,41.94444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.87,2.825536896557877
cranioleuca baroni,Cranioleuca_baroni,Cranioleuca baroni,Passeriformes,Furnariidae,Insessorial,more_3D,3D,14.5,0.8333333400000029,46.52777778,45.69444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.31,3.0591764461105257
cranioleuca curtata,Cranioleuca_curtata,Cranioleuca curtata,Passeriformes,Furnariidae,Insessorial,more_3D,3D,17.4,2.638888889999997,43.88888889,41.25,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,2.8622008809294686
cranioleuca demissa,Cranioleuca_demissa,Cranioleuca demissa,Passeriformes,Furnariidae,Insessorial,more_3D,3D,15.1,-1.111111120000004,44.44444444,45.55555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,2.7212954278522306
cranioleuca dissita,Cranioleuca_dissita,Cranioleuca dissita,Passeriformes,Furnariidae,Insessorial,more_3D,3D,13.9,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,2.7536607123542622
cranioleuca erythrops,Cranioleuca_erythrops,Cranioleuca erythrops,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16.6,0.277777780000001,44.02777778,43.75,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,2.8273136219290276
cranioleuca gutturata,Cranioleuca_gutturata,Cranioleuca gutturata,Passeriformes,Furnariidae,Insessorial,more_3D,3D,15.5,1.9444444499999989,41.66666667,39.72222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,2.7013612129514133
cranioleuca hellmayri,Cranioleuca_hellmayri,Cranioleuca hellmayri,Passeriformes,Furnariidae,Insessorial,more_3D,3D,18.7,-0.27777777999999387,44.86111111,45.13888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,2.7053799725463312
cranioleuca henricae,Cranioleuca_henricae,Cranioleuca henricae,Passeriformes,Furnariidae,Insessorial,more_3D,3D,17.3,0.1388888799999961,45.69444444,45.55555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,2.7013612129514133
cranioleuca marcapatae,Cranioleuca_marcapatae,Cranioleuca marcapatae,Passeriformes,Furnariidae,Insessorial,more_3D,3D,10.1,1.9444444400000052,45.83333333,43.88888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,2.9856819377004897
cranioleuca muelleri,Cranioleuca_muelleri,Cranioleuca muelleri,Passeriformes,Furnariidae,Insessorial,more_3D,3D,13.6,-1.9444444499999989,44.72222222,46.66666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.49,2.673458756332591
cranioleuca obsoleta,Cranioleuca_obsoleta,Cranioleuca obsoleta,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16,4.444444439999998,44.44444444,40,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,2.5952547069568657
cranioleuca pallida,Cranioleuca_pallida,Cranioleuca pallida,Passeriformes,Furnariidae,Insessorial,more_3D,3D,17,2.916666669999998,46.66666667,43.75,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,2.4423470353692043
cranioleuca pyrrhophia,Cranioleuca_pyrrhophia,Cranioleuca pyrrhophia,Passeriformes,Furnariidae,Insessorial,more_3D,3D,15.6,-1.9444444400000052,39.16666667,41.11111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,2.7013612129514133
cranioleuca semicinerea,Cranioleuca_semicinerea,Cranioleuca semicinerea,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16.1,-0.5555555599999948,42.08333333,42.63888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2.70805020110221
cranioleuca subcristata,Cranioleuca_subcristata,Cranioleuca subcristata,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16.1,-1.111111110000003,42.91666667,44.02777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,2.6878474937846906
cranioleuca sulphurifera,Cranioleuca_sulphurifera,Cranioleuca sulphurifera,Passeriformes,Furnariidae,Insessorial,more_3D,3D,16.6,0.4166666699999979,43.88888889,43.47222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,2.6026896854443837
cranioleuca vulpecula,Cranioleuca_vulpecula,Cranioleuca vulpecula,Passeriformes,Furnariidae,Insessorial,more_3D,3D,14.8,0.6944444400000052,43.61111111,42.91666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,2.9386326815134183
cranioleuca vulpina,Cranioleuca_vulpina,Cranioleuca vulpina,Passeriformes,Furnariidae,Insessorial,more_3D,3D,15.3,-1.9444444499999989,40.83333333,42.77777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,2.7536607123542622
dendrocincla turdina,Dendrocincla_turdina,Dendrocincla turdina,Passeriformes,Furnariidae,Insessorial,more_3D,3D,19.4,-1.9444444400000052,40.41666667,42.36111111,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3.6635616461296463
furnarius cinnamomeus,Furnarius_cinnamomeus,Furnarius cinnamomeus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,17.4,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.21,3.718680945350726
furnarius cristatus,Furnarius_cristatus,Furnarius cristatus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,16.1,-1.5277777700000001,42.91666667,44.44444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,3.2386784521643803
furnarius figulus,Furnarius_figulus,Furnarius figulus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,17.4,0.4166666599999971,43.19444444,42.77777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3.332204510175204
furnarius leucopus,Furnarius_leucopus,Furnarius leucopus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,16.4,-0.972222219999999,41.66666667,42.63888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,4.00369019395397
furnarius longirostris,Furnarius_longirostris,Furnarius longirostris,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,12.8,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,3.8918202981106265
furnarius minor,Furnarius_minor,Furnarius minor,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,13.4,-2.777777780000001,38.47222222,41.25,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.82,3.2511493854184965
furnarius rufus,Furnarius_rufus,Furnarius rufus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,16.1,-2.916666669999998,42.08333333,45,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.42,3.837730400846291
furnarius torridus,Furnarius_torridus,Furnarius torridus,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,13.1,-3.888888889999997,43.33333333,47.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,3.9569963710708773
geositta antarctica,Geositta_antarctica,Geositta antarctica,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,35.5,-1.8055555599999948,43.33333333,45.13888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.87,3.607398212246053
geositta crassirostris,Geositta_crassirostris,Geositta crassirostris,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,15.8,-0.13888888999999693,42.36111111,42.5,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,4.021773869387265
geositta cunicularia,Geositta_cunicularia,Geositta cunicularia,Passeriformes,Furnariidae,Terrestrial,more_2D,2D,23.6,-2.5,41.80555556,44.30555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,3.349904087274605
